Value,ar,ca,cs,da,de,el,en,en_AU,en_GB,es,es_419,fi,fr,fr_CA,he,hi,hr,hu,id,it,ja,ko,ms,nl,no,pl,pt,pt_PT,ro,ru,sk,sv,th,tr,uk,vi,zh_CN,zh_HK,zh_TW
61550,قبضة مغلقة,Puny tancat,Sevřená pěst,Knyttet næve,Geschlossene Faust,Κλειστή γροθιά,Closed Fist,Closed Fist,Closed Fist,Puño cerrado,Puño cerrado,Suljettu nyrkki,Poing fermé,Poing fermé,אגרוף קפוץ,बंद मुट्ठी,Zatvorena šaka,Összeszorított ököl,Kepalan Tangan,Pugno chiuso,握りこぶし,주먹 쥔 손,Penumbuk,Gebalde vuist,Knyttneve,Zaciśnięta pięść,Mão Fechada,Punho fechado,Pumn strâns,Сжатый кулак,Zovretá päsť,Knuten näve,กำปั้น,Kapalı Yumruk,Стиснутий кулак,Nắm đấm,握紧的拳头,握拳,握拳
61440,أيقونة الاختصارات,Icona de l’app Dreceres,Ikona aplikace Zkratky,Symbol for Genveje,„Kurzbefehle“-Symbol,Εικονίδιο Συντομεύσεων,Shortcuts icon,Shortcuts icon,Shortcuts icon,Icono de Atajos,Ícono de Atajos,Pikakomennot-kuvake,Icône de Raccourcis,Icône de Raccourcis,אייקונים קיצורים,शॉर्टकट आइकॉन,Ikona prečaca,A Parancsok ikonja,Ikon Pintasan,Icona Comandi Rapidi,ショートカットアイコン,단축어 아이콘,Ikon Pintasan,Opdrachten-symbool,Snarveier-symbol,Ikona aplikacji Skróty,Ícone do app Atalhos,Ícone de Atalhos,Pictogramă Scurtături,Значок приложения «Быстрые команды»,Ikona apky Skratky,Genvägar-symbol,ไอคอนคำสั่งลัด,Kestirmeler simgesi,Іконка швидких команд,Biểu tượng Phím tắt,快捷指令图标,捷徑圖像,捷徑圖像
59650,مثلث تنبيه,Triangle d’alerta,Výstražný trojúhelník,Advarselstrekant,Warndreieck,Τρίγωνο ειδοποίησης,Alert Triangle,Alert Triangle,Alert Triangle,Triángulo de alerta,Triángulo de alerta,Varoituskolmio,Triangle d’alerte,Triangle d’alerte,משולש התראה,अलर्ट त्रिभुज,Znak obavijesti,Figyelmeztető háromszög,Segitiga Peringatan,Icona triangolare di avviso,三角形の警告記号,경고 삼각형,Segi Tiga Isyarat,Waarschuwingsdriehoek,Varseltrekant,Trójkąt ostrzeżenia,Triângulo de Alerta,Triângulo de aviso,Triunghi de alertă,Предупреждающий треугольник,Výstražný trojuholník,Varningstriangel,สามเหลี่ยมการเตือน,Uyarı Üçgeni,Трикутник оповіщення,Tam giác cảnh báo,提醒三角形,提示三角形,提示三角形
59654,سهم منحني لليسار,Fletxa corbada cap a l‘esquerra,Šipka stočená doleva,"Pil, der buer til venstre",Nach links gebogener Pfeil,Βέλος που γέρνει αριστερά,Arrow Curved Left,Arrow Curved Left,Arrow Curved Left,Flecha curva hacia la izquierda,Flecha curvada a la izq.,Vasemmalle kaartuva nuoli,Flèche courbée vers la gauche,Flèche courbée vers la gauche,חץ מעוקל שמאלה,बाईं ओर मुड़ा तीर,Strelica zaobljena ulijevo,Balra ívelő nyíl,Panah Melengkung ke Kiri,Freccia curva rivolta verso sinistra,左にカーブした矢印,왼쪽으로 꺾인 화살표,Anak Panah Melengkok Kiri,Pijl die naar links draait,Pil som buer mot venstre,Strzałka wygięta w lewo,Seta Curvada à Esquerda,Seta curvada para a esquerda,Săgeată curbată spre stânga,"Стрелка, изогнутая влево",Šípka zakrivená doľava,Pil böjd åt vänster,ลูกศรโค้งซ้าย,Sola Kıvrılan Ok,Стрілка з вигином уліво,Mũi tên cong sang trái,向左弯曲的箭头,左彎箭嘴,左彎箭頭
59655,سهم منحني لليمين,Fletxa corbada cap a la dreta,Šipka stočená doprava,"Pil, der buer til højre",Nach rechts gebogener Pfeil,Βέλος που γέρνει δεξιά,Arrow Curved Right,Arrow Curved Right,Arrow Curved Right,Flecha curva hacia la derecha,Flecha curvada a la der.,Oikealle kaartuva nuoli,Flèche courbée vers la droite,Flèche courbée vers la droite,חץ מעוקל ימינה,दाईं ओर मुड़ा तीर,Strelica zaobljena udesno,Jobbra ívelő nyíl,Panah Melengkung ke Kanan,Freccia curva rivolta verso destra,右にカーブした矢印,오른쪽으로 꺾인 화살표,Anak Panah Melengkok Kanan,Pijl die naar rechts draait,Pil som buer mot høyre,Strzałka wygięta w prawo,Seta Curvada à Direita,Seta curvada para a direita,Săgeată curbată spre dreapta,"Стрелка, изогнутая вправо",Šípka zakrivená doprava,Pil böjd åt höger,ลูกศรโค้งขวา,Sağa Kıvrılan Ok,Стрілка з вигином управо,Mũi tên cong sang phải,向右弯曲的箭头,右彎箭嘴,右彎箭頭
59670,وقفة,Punt de llibre,Záložka,Bogmærke,Lesezeichen,Σελιδοδείκτης,Bookmark,Bookmark,Bookmark,Marcador,Marcador,Kirjanmerkki,Signet,Signet,סימניה,बुकमार्क,Oznaka,Könyvjelző,Penanda,Segnalibro,しおり,책갈피,Penanda Buku,Bladwijzer,Bokmerke,Zakładka,Marcador de Livro,Marcador,Semn de carte,Закладка,Záložka,Bokmärke,ที่คั่นหน้า,Ayraç,Закладка,Dấu trang,书签,書籤,書籤
59661,رمز شريطي,Codi de barres,Čárový kód,Stregkode,Strichcode,Γραμμοκωδικός,Barcode,Barcode,Barcode,Código de barras,Código de barras,Viivakoodi,Code-barres,Code-barres,ברקוד,बारकोड,Barkod,Vonalkód,Kode Bar,Codice a barre,バーコード,바코드,Kod Bar,Streepjescode,Strekkode,Kod kreskowy,Código de Barras,Código de barras,Cod de bare,Штрихкод,Čiarový kód,Streckkod,บาร์โค้ด,Barkod,Штрихкод,Mã vạch,条形码,條碼,條碼
59819,رمز QR,Codi QR,QR kód,QR-kode,QR-Code,Κωδικός QR,QR Code,QR Code,QR Code,Código QR,Código QR,QR-koodi,Code QR,Code QR,קוד QR,QR कोड,QR kôd,QR-kód,Kode QR,Codice QR,QRコード,QR 코드,Kod QR,QR-code,QR-kode,Kod QR,Código QR,Código QR,Cod QR,QR-код,QR kód,QR-kod,คิวอาร์โค้ด,QR Kodu,QR-код,Mã QR,二维码,二維碼,行動條碼
59508,تشغيل,Reproduir,Symbol přehrání,Afspil,Wiedergabe,Αναπαραγωγή,Play,Play,Play,Reproducir,Reproducir,Toista,Lecture,Lecture,הפעל,खेलें,Reproduciraj,Lejátszás,Putar,Riproduci,再生,재생,Main,Afspeelknop,Spill av,Odtwarzanie,Reproduzir,Reproduzir,Redare,Значок «Воспроизвести»,Prehrať,Spela,เล่น,Oynat,Відтворення,Phát,播放,播放,播放符號
59674,خطوط مربع خارجية,Casella buida,Obrys rámečku,Bokskontur,Umriss einer Box,Περίγραμμα πλαισίου,Box Outline,Box Outline,Box Outline,Contorno de casilla,Contorno de caja,Ruudun ääriviivat,Contour d’une case,Case,מתאר קופסה,बॉक्स आउटलाइन,Obrub okvira,Doboz körvonala,Kerangka Kotak,Sagoma di quadrato,箱（アウトライン）,상자 윤곽,Garis Kasar Kotak,Omtrek van vak,Kontur av eske,Obrys prostokąta,Caixa – Contorno,Contorno de caixa,Contur pătrat,Рамка без заливки,Obrys rámčeka,Rutkontur,เส้นกรอบรูปกล่อง,Kutu Çerçevesi,Короб контур,Hộp có đường viền,空心盒子,方塊外框,方塊外框
59675,برايل,Braille,Braillovo písmo,Punktskrift,Brailleschrift,Μπράιγ,Braille,Braille,Braille,Braille,Braille,Pistekirjoitus,Braille,Braille,ברייל,ब्रेल,Brajica,Braille,Braille,Braille,点字,점자,Braille,Braille,Punktskrift,Pismo Braille'a,Braille,Braille,Braille,Брайль,Brejlovo písmo,Punktskrift,อักษรเบรลล์,Braille,Брайль,Braille,盲文,點字,點字
59696,سهم لليسار داخل دائرة,Fletxa esquerra encerclada,Šipka doleva v kroužku,Venstrepil i cirkel,Linkspfeil in Kreis,Αριστερό βέλος σε κύκλο,Circled Left Arrow,Circled Left Arrow,Circled Left Arrow,Flecha izquierda en un círculo,Flecha hacia la izquierda en círculo,Ympyröity nuoli vasemmalle,Flèche vers la gauche cerclée,Flèche vers la gauche encerclée,חץ שמאלה מוקף בעיגול,वृत्त के अंदर बायाँ तीर,Strelica prema lijevo u krugu,Bekarikázott balra mutató nyíl,Panah Kiri Dilingkari,Icona circolare con freccia rivolta verso sinistra,左矢印（丸）,동그라미 속 왼쪽 화살표,Anak Panah Kiri Dibulatkan,Pijl naar links in cirkel,Venstrepil i sirkel,Strzałka w lewo w kółku,Seta à Esquerda em Círculo,Seta para a esquerda num círculo,Săgeată stânga încercuită,Стрелка влево в кружке,Šípka doľava v krúžku,Vänsterpil i cirkel,ลูกศรซ้ายล้อมกรอบวงกลม,Daire İçinde Sol Ok,Стрілка вліво в колі,Mũi tên trái trong hình tròn,带圆圈的左箭头,圓圈向左箭嘴,圓圈向左箭頭
59705,سهم لليمين داخل دائرة,Fletxa dreta encerclada,Šipka doprava v kroužku,Højrepil i cirkel,Rechtspfeil in Kreis,Δεξί βέλος σε κύκλο,Circled Right Arrow,Circled Right Arrow,Circled Right Arrow,Flecha derecha en un círculo,Flecha hacia la derecha en círculo,Ympyröity nuoli oikealle,Flèche vers la droite cerclée,Flèche vers la droite encerclée,חץ ימינה מוקף בעיגול,वृत्त के अंदर दायाँ तीर,Strelica prema desno u krugu,Bekarikázott jobbra mutató nyíl,Panah Kanan Dilingkari,Icona circolare con freccia rivolta verso destra,右矢印（丸）,동그라미 속 오른쪽 화살표,Anak Panah Kanan Dibulatkan,Pijl naar rechts in cirkel,Høyrepil i sirkel,Strzałka w prawo w kółku,Seta à Direita em Círculo,Seta para a direita num círculo,Săgeată dreapta încercuită,Стрелка вправо в кружке,Šípka doprava v krúžku,Högerpil i cirkel,ลูกศรขวาล้อมกรอบวงกลม,Daire İçinde Sağ Ok,Стрілка вправо в колі,Mũi tên phải trong hình tròn,带圆圈的右箭头,圓圈向右箭嘴,圓圈向右箭頭
59693,سهم التنزيل,Fletxa de descàrrega,Šipka stahování,Pil til hent,Downloadpfeil,Βέλος λήψης,Download Arrow,Download Arrow,Download Arrow,Flecha de descarga,Flecha de descarga,Latausnuoli,Flèche de téléchargement,Flèche de téléchargement,חץ הורדה,डाउनलोड तीर,Strelica za preuzimanje,Letöltési nyíl,Panah Unduh,Freccia di download,ダウンロードの矢印,다운로드 화살표,Anak Panah Muat Turun,Downloadpijl,Nedlastingspil,Strzałka pobierania,Seta de Download,Seta de descarga,Săgeată de descărcare,Стрелка загрузки,Šípka sťahovania,Hämtningspil,ลูกศรดาวน์โหลด,İndir Oku,Стрілка викачування,Mũi tên tải về,下载箭头,下載箭嘴,下載箭頭
59707,سهم للأعلى داخل دائرة,Fletxa amunt encerclada,Šipka nahoru v kroužku,Pil op i cirkel,Aufwärtspfeil in Kreis,Πάνω βέλος σε κύκλο,Circled Up Arrow,Circled up Arrow,Circled Up Arrow,Flecha arriba en un círculo,Flecha hacia arriba en círculo,Ympyröity nuoli ylös,Flèche vers le haut cerclée,Flèche vers le haut encerclée,חץ למעלה מוקף בעיגול,वृत्त के अंदर ऊपर तीर,Strelica prema gore u krugu,Bekarikázott felfelé mutató nyíl,Panah Atas Dilingkari,Icona circolare con freccia rivolta verso l'alto,上矢印（丸）,동그라미 속 위쪽 화살표,Anak Panah Atas Dibulatkan,Pijl omhoog in cirkel,Oppoverpil i sirkel,Strzałka w górę w kółku,Seta Acima em Círculo,Seta para cima num círculo,Săgeată sus încercuită,Стрелка вверх в кружке,Šípka nahor v krúžku,Uppåtpil i cirkel,ลูกศรขึ้นล้อมกรอบวงกลม,Daire İçinde Yukarı Ok,Стрілка вгору в колі,Mũi tên lên trong hình tròn,带圆圈的上箭头,圓圈向上箭嘴,圓圈向上箭頭
59692,سهم لأسفل داخل دائرة,Fletxa avall encerclada,Šipka dolů v kroužku,Pil ned i cirkel,Abwärtspfeil in Kreis,Κάτω βέλος σε κύκλο,Circled Down Arrow,Circled Down Arrow,Circled Down Arrow,Flecha abajo en un círculo,Flecha hacia abajo en círculo,Ympyröity nuoli alas,Flèche vers le bas cerclée,Flèche vers le bas encerclée,חץ למטה מוקף בעיגול,वृत्त के अंदर नीचे का तीर,Strelica prema dolje u krugu,Bekarikázott lefelé mutató nyíl,Panah Bawah Dilingkari,Icona circolare con freccia rivolta verso il basso,下矢印（丸）,동그라미 속 아래쪽 화살표,Anak Panah Bawah Dibulatkan,Pijl omlaag in cirkel,Nedoverpil i sirkel,Strzałka w dół w kółku,Seta Abaixo em Círculo,Seta para baixo num círculo,Săgeată jos încercuită,Стрелка вниз в кружке,Šípka nadol v krúžku,Nedåtpil i cirkel,ลูกศรลงล้อมกรอบวงกลม,Daire İçinde Aşağı Ok,Стрілка вниз у колі,Mũi tên xuống trong hình tròn,带圆圈的下箭头,圓圈向下箭嘴,圓圈向下箭頭
59708,سهم التحميل,Fletxa de càrrega,Šipka odesílání,Overførselspil,Uploadpfeil,Βέλος ανεβάσματος,Upload Arrow,Upload Arrow,Upload Arrow,Flecha de carga,Flecha de carga,Lähetysnuoli,Flèche de chargement,Flèche de téléversement,חץ העלאה,अपलोड तीर,Strelica za postavljanje,Feltöltési nyíl,Panah Unggah,Freccia di caricamento,ダウンロードの矢印,업로드 화살표,Anak Panah Muat Naik,Uploadpijl,Opplastingspil,Strzałka wysyłania,Seta de Upload,Seta de envio,Săgeată de încărcare,Стрелка выгрузки,Šípka odosielania,Överföringspil,ลูกศรอัปโหลด,Karşıya Yükle Oku,Стрілка закачування,Mũi tên tải lên,上传箭头,上載箭嘴,上傳箭頭
59699,زر تشغيل داخل دائرة,Reproduir encerclat,Symbol přehrání v kroužku,Knappen Afspil i cirkel,Wiedergabezeichen in Kreis,Αναπαραγωγή σε κύκλο,Circled Play,Circled Play,Circled Play,Icono de reproducción en un círculo,Ícono de reproducción en círculo,Ympyröity toistokuvake,Symbole de lecture cerclé,Symbole de lecture encerclé,סימן הפעל מוקף בעיגול,वृत्त के अंदर चलाएँ का चिह्न,Simbol reprodukcije u krugu,Lejátszás egy körben,Putar Dilingkari,Cerchio con simbolo di riproduzione,再生ボタン（丸）,동그라미 속 재생 기호,Main Dibulatkan,Afspeelknop in cirkel,Spill av i sirkel,Symbol odtwarzania w kółku,Símbolo de Reproduzir em Círculo,Símbolo de reproduzir num círculo,Simbol de redare încercuit,Значок воспроизведения в кружке,Znak Prehrať v krúžku,Uppspelningssymbol i cirkel,เล่นล้อมกรอบวงกลม,Daire İçinde Çal Sembolü,Символ відтворення в колі,Nút phát hình tròn,圆形播放键,圓形播放鍵,圓圈播放符號
59704,رمز ترجيع داخل دائرة,Rebobinat encerclat,Převíjení zpět v kroužku,Spol tilbage i cirkel,Rückspulsymbol in Kreis,Γρήγορη επαναφορά σε κύκλο,Circled Rewind,Circled Rewind,Circled Rewind,Icono de retroceso en un círculo,Flecha de retroceder en círculo,Ympyröity kelaus taaksepäin,Retour rapide cerclé,Retour rapide encerclé,״הרץ אחורה״ מוקף בעיגול,वृत्त के अंदर रिवाइंड,Simbol za pretraživanje unatrag u krugu,Bekarikázott visszatekerés gomb,Putar Balik Dilingkari,Icona circolare con simbolo del riavvolgimento,巻き戻し（丸）,동그라미 속 되감기 기호,Putar Balik Dibulatkan,Terugspoelknop in cirkel,Spol tilbake i sirkel,Znak przewijania do tyłu w kółku,Símbolo de Retroceder em Círculo,Símbolo de retroceder num círculo,Simbol de derulare înapoi încercuit,Знак обратной перемотки в кружке,Symbol prevíjania dozadu v krúžku,Bakåtspolningssymbol i cirkel,สัญลักษณ์เลื่อนถอยกลับล้อมกรอบวงกลม,Daire İçinde Hızlı Geri Sar Sembolü,Мотання назад в колі,Tua lại trong hình tròn,带圆圈的倒回,圓圈倒轉,圓圈倒轉
